ieš	alccesis
ieš	alddis
bokte	bokte
buorre	buorit
danne_go	danne_go
dat	dasa
don	din
don	dis
don	don
duohkái	duohkái
eamit	eamit
gosa	gosa
Gállá	gállá
ieš	iežade
ieš	iežadet
ieš	iežainis
ieš	iežamet
ieš	iežan
ieš	iežas
ieš	iežaset
ieš	iežaska
ieš	iežat
maŋŋel	maŋŋel
mun	midjiide
miehtá	miehtá
mielas	mielas
mun	min
mun	mis
mánná	mánná
nala	nala
oahpaheaddji	oahpaheaddji
oahppat	oahppan
oahppi	oahppit
ovdal_go	ovdal_go
ovttas	ovttas
rikkis	riggát
son	sin
son	sis
vuovdit	vuovdit
čađa	čađa
